anime_id,genre_id
225,8
226,17
226,14
226,28
226,38
226,1
226,42
226,24
227,17
227,2
227,27
227,21
227,6
227,28
227,41
228,7
228,14
228,28
228,38
229,27
229,21
229,22
230,17
230,27
230,22
230,24
231,17
231,27
231,38
231,43
231,24
232,23
232,27
232,1
232,35
232,42
232,43
232,10
232,26
233,27
233,2
233,26
234,23
234,25
234,8
235,23
235,7
235,27
235,37
235,8
236,23
236,27
236,1
236,16
236,2
236,8
236,38
237,23
237,1
237,41
237,42
237,2
238,17
238,23
238,22
238,8
238,19
239,1
239,7
239,2
239,38
239,15
240,36
240,27
240,21
241,31
241,27
241,42
241,34
241,43
241,10
241,8
242,36
242,27
242,1
242,10
242,30
243,27
243,32
243,42
243,26
243,18
244,33
244,7
245,36
245,27
245,1
245,10
245,8
246,23
246,27
246,43
246,42
246,8
247,43
247,35
247,38
247,3
247,33
247,26
248,27
248,34
248,31
248,42
248,8
249,17
249,23
249,27
249,33
249,3
249,38
249,35
249,42
249,43
249,8
250,23
250,27
250,3
250,38
250,35
250,8
251,23
251,27
251,3
251,43
251,26
252,16
252,7
252,28
252,38
252,1
252,35
252,8
253,36
253,27
253,10
254,27
254,36
255,36
255,27
256,2
256,40
256,1
256,42
256,41
257,34
257,19
257,22
257,10
258,14
258,1
258,9
259,27
259,31
259,42
259,10
260,27
260,1
260,31
260,42
260,36
261,27
261,31
261,42
261,36
262,27
262,31
262,42
262,10
263,27
263,25
263,1
263,8
264,27
264,8
264,25
265,27
265,25
265,8
266,1
266,41
266,16
266,42
266,2
266,8
266,36
267,17
267,1
267,2
267,24
267,19
268,23
268,27
268,34
269,17
269,23
269,27
269,19
269,38
269,8
270,17
270,14
270,38
270,9
270,24
271,2
271,23
271,41
271,8
272,17
272,1
272,7
273,36
273,1
273,35
273,8
274,17
274,2
274,19
274,34
274,41
275,34
275,27
275,31
275,42
276,27
276,34
276,16
276,42
276,2
277,16
277,2
277,27
277,1
277,42
277,34
278,17
278,2
278,27
278,8
279,43
279,33
279,14
279,7
279,28
279,38
280,23
280,27
280,43
280,26
281,27
281,41
281,42
282,17
282,7
282,1
282,42
282,24
283,36
283,33
283,1
284,17
284,1
284,16
284,42
284,8
285,17
285,23
285,1
285,41
285,16
285,2
286,23
286,41
286,2
286,8
287,17
287,25
287,22
287,8
288,17
288,23
288,27
288,25
288,11
289,27
289,1
290,17
290,16
290,2
290,40
290,42
291,27
291,31
291,42
291,38
291,1
292,1
292,8
292,25
293,2
293,27
293,43
294,23
294,27
294,1
294,41
294,16
294,2
294,40
295,23
295,1
295,41
295,16
295,2
295,40
296,17
296,2
296,23
296,27
296,43
296,10
296,8
297,17
297,34
297,23
297,27
297,8
298,23
298,27
298,43
298,5
298,2
298,8
299,5
299,7
299,2
300,17
300,3
300,43
300,14
300,42
301,17
301,23
301,7
301,27
301,24
302,23
302,1
302,2
303,27
303,35
303,38
304,27
304,35
304,42
304,24
304,38
305,17
305,27
305,8
306,27
306,21
306,34
306,43
307,11
307,43
307,27
308,2
308,7
308,1
308,43
308,8
309,27
309,35
309,21
310,27
310,38
311,25
311,1
311,42
311,10
311,26
312,17
312,25
312,1
313,25
313,1
313,42
313,10
313,26
314,1
314,26
314,25
315,17
315,1
315,43
315,42
316,27
316,29
316,4
317,17
317,19
317,43
318,27
318,34
318,31
318,42
318,2
319,34
319,43
319,27
319,42
320,17
320,29
320,37
320,1
321,17
321,34
321,27
321,2
322,27
322,1
322,30
322,42
322,36
323,7
323,6
323,37
323,28
323,38
323,1
323,15
324,27
324,41
324,37
324,2
325,1
325,42
325,10
325,26
325,36
326,14
326,30
326,7
326,38
327,27
327,35
327,43
327,26
328,32
328,36
328,1
328,42
328,26
329,1
329,42
329,2
329,24
329,40
330,27
330,1
330,42
330,34
330,8
331,23
331,27
331,35
331,43
331,8
332,23
332,27
332,35
332,43
332,8
333,27
333,1
333,2
334,27
334,1
334,42
334,26
335,27
335,35
335,7
335,8
335,38
336,43
336,26
337,27
337,42
337,38
338,16
338,33
338,1
338,42
338,26
339,6
339,1
339,7
339,28
339,2
339,38
340,17
340,33
340,22
340,20
340,8
341,1
341,7
341,8
342,1
342,16
342,2
342,40
343,27
343,42
343,9
343,43
343,24
344,2
344,38
344,1
344,10
345,36
345,33
345,1
345,42
345,24
346,1
346,31
346,42
346,10
346,36
347,17
347,2
347,23
347,35
347,9
347,43
348,27
348,43
348,35
348,36
349,38
349,1
349,35
349,43
350,27
350,35
351,27
351,35
351,26
352,35
352,43
352,27
352,26
353,27
353,35
353,26
354,27
354,34
354,35
354,2
355,17
355,1
355,43
355,42
355,10
355,38
356,17
356,38
356,35
356,42
356,43
357,27
357,35
357,34
358,1
358,42
358,2
359,17
359,25
359,10
359,8
360,23
360,38
360,1
360,43
361,42
361,1
362,42
362,1
363,42
363,1
364,7
364,24
365,37
365,27
365,42
365,7
365,18
366,17
366,34
366,23
366,27
366,2
367,27
367,43
367,35
368,29
369,28
369,38
369,6
369,7
369,1
369,14
370,17
370,23
370,27
370,34
370,37
370,2
370,8
371,27
371,1
371,35
371,43
371,26
372,27
372,1
372,43
372,35
372,42
372,26
373,2
373,23
373,27
373,41
373,24
374,17
374,27
374,34
374,42
374,2
375,17
375,23
375,27
375,41
375,2
375,24
376,14
376,28
376,38
376,1
376,34
376,24
377,17
377,23
377,39
377,27
377,2
377,8
378,17
378,23
378,39
378,27
378,2
378,8
379,27
379,21
379,2
379,8
380,23
380,43
380,42
380,27
380,33
380,26
381,23
381,1
381,43
381,33
381,22
381,42
381,26
382,27
382,34
382,42
382,24
382,36
383,27
383,2
384,17
384,2
384,14
384,28
384,38
384,1
384,34
385,1
385,43
385,2
385,38
386,27
386,25
386,42
386,8
387,36
387,7
387,28
387,1
387,43
388,39
388,25
388,8
389,17
389,2
389,19
389,43
390,1
390,42
390,8
390,25
391,23
391,43
391,8
392,17
392,27
392,3
392,38
392,22
392,8
393,23
393,1
393,43
393,41
393,42
393,2
393,26
394,31
394,36
394,27
394,1
394,42
394,24
395,17
395,2
395,14
395,28
395,38
395,1
395,34
396,17
396,16
396,42
396,2
396,40
397,17
397,16
397,42
397,2
397,40
398,17
398,16
398,42
398,2
398,40
399,17
399,16
399,42
399,2
399,40
400,17
400,2
400,23
400,40
400,27
401,33
401,1
401,42
401,20
401,8
402,23
402,27
402,35
402,43
403,27
403,34
403,31
403,42
404,17
404,23
404,27
404,34
404,43
404,24
405,14
405,38
405,9
406,8
406,25
407,27
407,1
407,7
407,37
407,8
408,17
408,23
408,1
408,43
408,2
411,17
411,23
411,1
411,41
411,2
411,8
412,27
412,34
412,36
413,2
413,14
415,36
415,27
416,17
416,16
416,23
416,27
416,33
416,1
416,42
417,17
417,35
417,43
418,23
418,27
418,8
419,23
419,27
419,33
419,38
419,20
419,8
420,23
420,16
420,2
420,8
421,27
421,16
421,2
421,8
422,27
422,16
422,2
422,8
423,27
423,16
423,2
423,8
424,23
424,27
424,37
424,2
425,27
425,25
425,18
426,17
426,23
426,27
426,43
427,27
427,25
427,1
427,43
427,26
428,23
428,27
428,25
428,1
428,26
429,27
429,1
429,26
430,16
430,27
430,33
430,1
430,43
430,8
431,23
431,1
431,43
431,42
432,17
432,23
432,40
432,2
433,1
433,16
433,42
433,2
434,17
434,23
434,43
435,23
435,27
435,1
435,43
435,35
435,41
435,42
435,26
437,6
437,1
437,14
437,28
438,17
438,1
438,8
439,23
439,1
439,43
440,27
440,1
440,43
440,7
440,28
440,26
441,6
441,1
441,43
441,42
441,26
441,12
442,23
442,27
442,33
442,38
442,1
442,8
443,27
443,34
443,42
443,2
444,1
444,42
444,10
444,26
444,12
445,23
445,27
445,42
445,43
446,17
446,1
446,8
447,17
447,1
447,8
448,23
448,1
448,22
448,42
448,8
448,38
449,17
449,23
449,27
449,33
449,3
449,38
449,1
449,35
449,42
449,43
449,8
450,17
450,23
450,27
450,33
450,3
450,38
450,1
450,35
450,42
450,43
450,8
451,17
451,23
451,27
451,33
451,3
451,38
451,1
451,35
451,42
451,43
451,8
452,17
452,23
452,27
452,33
452,3
452,38
452,1
452,35
452,42
452,43
452,8
454,27
454,43
454,5
455,23
455,43
455,7
455,42
455,2
455,15
456,27
456,10
456,36
457,23
457,36
457,7
457,33
457,38
457,43
457,24
458,27
458,34
458,35
458,2
458,24
459,17
459,23
459,27
459,19
459,43
459,8
460,17
460,23
460,27
460,19
460,43
460,8
461,17
461,23
461,27
461,19
461,43
461,8
462,17
462,23
462,27
462,19
462,43
462,8
463,17
463,23
463,27
463,19
463,43
463,8
464,23
464,27
464,43
464,8
465,23
465,27
465,43
465,8
466,17
466,23
466,43
466,27
466,19
466,8
467,17
467,16
467,2
467,37
467,41
467,24
468,16
468,2
468,37
468,28
468,41
469,27
469,38
469,42
469,9
469,10
469,8
470,36
470,27
470,42
470,1
471,31
471,36
471,27
471,1
471,42
471,10
472,1
472,31
472,42
472,10
472,36
473,17
473,16
473,23
473,1
473,8
474,1
474,41
474,16
474,42
474,2
474,40
475,1
475,2
476,25
476,38
476,1
476,42
477,2
477,36
477,43
477,8
478,17
478,41
478,42
478,19
478,38
478,2
479,17
479,23
479,27
479,19
479,38
479,1
479,8
481,17
481,5
481,23
481,43
481,8
482,17
482,5
482,27
482,43
482,8
483,17
483,2
483,40
483,19
483,1
484,23
484,8
484,38
485,36
485,27
486,17
486,23
486,28
486,36
487,31
487,27
487,42
487,34
487,43
487,10
487,8
488,36
488,27
489,27
489,1
489,36
489,38
490,27
490,21
490,10
492,17
492,2
492,23
492,41
493,17
493,16
493,2
493,23
493,37
493,42
493,41
495,23
495,27
495,34
495,43
495,35
495,8
495,38
496,23
496,33
496,1
496,43
496,8
497,23
497,34
497,43
497,35
497,7
497,12
498,17
498,2
498,23
498,41
499,23
499,14
499,42
499,8
499,38
501,23
501,27
501,43
501,11
501,8
502,17
502,23
502,27
502,43
502,8
502,19
503,23
503,1
503,43
504,17
504,23
504,1
504,22
504,42
504,8
505,35
505,27
505,26
506,1
506,42
506,26
507,27
507,42
507,26
507,18
508,23
508,27
508,11
509,27
509,1
509,42
509,10
509,36
510,27
510,1
510,31
510,42
510,10
511,23
511,27
511,33
511,43
512,23
512,27
512,1
512,35
512,43
513,23
513,43
513,42
513,2
514,1
514,14
514,35
514,28
514,42
514,38
515,17
515,23
515,43
515,35
515,38
516,27
516,41
516,21
516,2
516,8
517,27
517,42
517,10
517,8
518,35
518,26
519,27
519,1
519,42
519,8
520,42
520,26
521,23
521,32
521,27
521,35
521,42
521,26
522,23
522,1
522,37
522,42
522,2
522,8
523,23
523,27
523,38
524,27
524,1
524,42
525,23
525,1
525,43
525,33
526,1
526,2
526,26
527,17
527,23
527,27
527,11
527,43
528,17
528,23
528,27
528,11
528,1
528,43
529,1
529,16
529,42
529,10
529,2
530,3
530,35
530,42
530,26
531,1
531,35
531,42
531,26
532,1
532,35
532,42
532,26
533,27
533,36
534,23
534,27
534,3
534,35
534,43
535,23
535,27
535,3
535,35
535,43
536,23
536,27
536,35
536,43
536,8
537,17
537,2
537,23
537,22
538,27
538,31
538,42
538,2
538,8
539,17
539,27
539,2
539,8
539,40
540,17
540,27
540,31
540,2
540,8
540,40
541,17
541,27
541,31
541,2
541,8
541,40
543,17
543,2
543,14
543,1
543,42
543,9
543,43
544,17
544,2
544,23
544,40
545,27
545,2
546,1
546,42
546,10
546,38
547,42
547,38
547,10
547,1
548,17
548,1
548,42
548,2
550,17
550,5
550,27
550,43
550,8
551,17
551,22
551,8
551,25
552,17
552,23
552,27
552,43
552,11
553,27
553,1
553,43
553,14
553,35
553,26
553,18
553,9
554,23
554,27
554,1
554,33
554,41
554,16
554,42
554,8
555,27
555,41
555,42
555,2
555,12
555,8
556,1
556,42
556,2
557,27
557,33
557,42
557,2
557,8
558,27
558,1
558,8
558,25
559,2
559,28
559,1
560,17
560,1
560,41
560,16
560,2
561,23
561,41
561,2
561,8
562,23
562,41
562,2
562,8
563,2
563,27
563,42
564,27
564,35
564,2
564,8
565,17
565,16
565,2
565,23
565,33
565,1
566,17
566,27
566,2
566,8
567,17
567,2
567,7
567,28
567,41
568,23
568,41
568,2
568,8
569,16
569,2
569,40
569,27
569,21
570,16
570,37
570,28
570,1
570,42
571,17
571,2
571,42
571,41
572,23
572,43
573,17
573,23
573,27
573,1
573,31
573,22
573,41
573,42
573,2
573,8
574,2
574,43
574,41
576,27
576,43
576,31
576,35
576,42
576,8
577,43
577,35
578,1
578,33
579,27
579,34
579,2
580,27
581,23
581,27
581,34
581,20
582,27
582,22
582,10
582,8
584,2
584,23
584,36
584,1
585,36
585,1
585,42
585,26
586,7
586,33
586,14
586,43
587,27
587,1
587,42
588,34
588,43
588,42
588,27
588,8
589,17
589,23
589,1
589,8
590,27
590,42
590,8
591,27
591,34
591,31
591,42
591,38
592,23
592,43
593,1
593,41
593,16
593,28
593,2
593,40
594,17
594,23
594,27
594,19
594,8
595,7
595,38
595,1
595,42
595,43
596,42
596,27
597,23
597,1
597,43
598,17
598,2
598,1
598,41
598,8
599,17
599,23
599,27
599,19
599,38
599,35
599,9
600,38
600,1
600,9
600,18
601,27
601,6
601,28
602,23
602,27
602,43
602,41
602,8
602,38
603,17
603,27
603,35
603,43
603,26
604,32
604,27
604,1
604,35
604,42
604,26
605,27
605,42
605,9
605,43
606,23
606,27
606,33
606,22
606,20
607,23
607,27
607,43
608,23
608,41
608,2
608,8
609,1
609,42
609,2
610,27
610,1
610,34
610,38
611,2
611,36
612,27
612,3
612,42
612,10
613,23
613,43
613,38
613,8
614,35
614,42
615,27
615,35
615,21
616,1
616,43
616,35
616,26
617,23
617,33
617,14
617,38
617,42
617,20
617,43
618,23
618,14
618,38
618,35
618,22
618,20
619,17
619,2
619,3
619,38
619,15
620,7
620,14
620,1
620,43
621,17
621,27
621,14
621,7
621,9
622,1
622,42
622,2
623,23
623,27
623,35
623,42
623,10
624,17
624,31
624,27
624,34
624,8
625,27
625,42
626,27
626,43
626,35
626,42
626,8
627,27
627,25
627,1
627,8
629,2
629,27
629,35
629,42
629,43
630,2
630,27
630,35
630,42
630,10
631,34
631,42
631,27
631,2
632,34
632,42
632,27
632,16
632,2
633,23
633,42
633,1
633,26
634,1
634,28
634,42
634,24
634,36
635,17
635,23
635,27
635,1
635,8
636,23
636,27
636,1
636,22
636,20
636,8
637,27
637,42
637,34
637,10
637,24
641,27
641,34
641,42
641,8
642,34
642,42
642,8
644,27
644,1
644,30
644,42
644,36
645,5
645,8
646,27
646,38
646,10
646,8
647,23
647,43
647,42
647,38
647,3
647,33
647,1
647,26
648,27
648,1
648,31
648,42
648,2
649,27
649,34
649,31
649,42
650,17
650,27
650,37
650,24
651,29
651,27
651,42
652,2
652,27
653,27
653,2
654,27
654,2
655,27
655,2
656,42
656,38
656,27
656,33
656,1
658,5
658,28
658,15
658,24
659,27
659,10
659,36
660,27
660,43
660,35
660,42
660,8
661,31
661,42
661,10
661,1
664,23
664,43
664,27
664,16
664,1
664,8
665,23
665,1
665,43
665,14
665,8
665,38
665,9
666,23
666,1
666,43
666,14
666,8
666,38
666,9
667,27
667,1
667,42
667,10
667,12
667,36
668,27
668,31
668,42
669,27
669,42
669,10
670,1
670,42
670,36
671,1
671,32
673,27
675,38
675,1
676,42
676,1
677,1
677,42
678,23
678,43
678,35
678,22
678,19
678,1
678,8
679,23
679,1
679,43
679,8
681,35
681,27
681,2
682,43
682,35
682,27
682,31
682,42
683,27
683,43
683,35
683,42
684,43
684,35
684,42
685,1
685,31
685,42
685,10
685,2
685,36
686,21
686,22
686,27
686,19
686,20
686,2
687,2
687,27
687,35
687,42
687,43
687,26
688,28
688,1
688,35
689,1
689,35
690,17
690,14
690,3
690,1
690,9
690,26
691,17
691,27
691,1
691,22
691,42
691,36
691,25
692,31
692,29
692,42
693,17
693,27
693,1
693,34
693,37
693,2
693,8
694,27
694,1
694,42
694,36
695,27
695,42
695,36
696,27
696,31
696,42
696,2
696,8
696,40
704,1
704,42
704,36
704,38
705,23
705,35
705,27
705,2
706,27
706,1
707,27
707,1
708,23
708,2
709,17
709,23
709,43
709,2
709,36
710,27
710,1
710,42
710,24
711,16
711,2
711,40
711,1
712,17
712,23
712,27
712,41
712,16
713,1
713,42
713,38
714,27
714,21
714,42
714,10
714,8
715,27
715,1
715,34
715,42
715,24
718,27
718,1
718,42
718,24
718,36
719,1
719,42
719,2
719,13
721,27
721,1
721,43
721,35
721,7
721,42
722,27
722,42
723,36
723,1
723,26
724,29
724,33
724,14
724,1
724,13
725,1
725,42
727,27
727,11
727,26
729,27
729,42
729,10
729,26
729,25
730,1
730,42
730,18
732,17
732,2
732,14
732,38
732,9
733,1
733,42
733,13
734,1
734,42
734,13
736,29
736,1
736,13
738,17
738,23
738,27
738,43
738,8
740,3
740,35
740,42
740,26
741,27
741,1
741,29
741,42
741,13
743,1
743,42
743,10
743,36
744,27
744,42
744,2
744,8
746,27
746,1
746,42
746,13
747,1
747,42
747,13
748,42
749,11
749,27
750,36
750,27
751,17
751,2
751,23
751,27
752,1
752,18
753,29
754,23
754,1
754,43
754,26
755,29
755,13
756,42
756,10
756,1
757,23
757,1
757,43
758,17
758,1
758,41
758,28
758,42
758,2
759,27
759,1
760,23
760,1
760,22
760,42
760,8
760,38
761,23
761,27
761,8
762,17
762,23
762,38
762,1
762,8
763,17
763,23
763,27
763,41
763,2
764,23
764,27
764,41
764,2
764,8
764,25
765,23
765,35
765,27
765,2
766,27
766,1
766,41
766,2
767,17
767,2
767,27
767,37
767,34
769,2
769,27
769,34
769,41
769,8
770,1
770,2
771,1
771,43
771,26
773,34
773,23
773,27
773,41
773,2
776,36
776,27
776,1
776,42
776,8
777,17
777,16
777,14
777,38
777,9
777,24
779,23
779,7
779,27
779,37
779,8
780,23
780,7
780,27
780,37
780,8
781,23
781,7
781,27
781,37
781,8
782,28
782,41
782,16
782,38
782,1
783,27
783,34
783,37
783,8
785,27
785,1
785,33
785,35
785,41
785,2
786,27
786,43
786,10
788,34
788,27
788,31
788,10
789,1
789,43
789,28
789,38
790,28
790,7
790,2
791,17
791,23
791,43
791,35
791,1
791,24
792,23
792,27
792,8
793,7
793,27
793,28
793,38
793,1
795,28
795,1
795,10
795,26
795,12
796,23
796,27
796,43
796,35
796,8
797,27
797,34
797,31
797,42
798,1
798,16
798,24
799,36
799,27
799,1
800,27
800,2
800,36
801,17
801,16
801,2
801,7
801,37
801,41
801,24
807,17
807,23
807,43
807,1
807,8
808,17
808,23
808,31
808,27
808,19
808,35
808,42
808,34
808,43
808,8
810,27
810,1
810,2
810,24
811,27
811,1
811,34
811,42
811,10
812,23
812,1
812,35
812,2
813,17
813,23
813,27
813,19
813,22
813,43
813,8
814,27
814,8
814,25
815,17
815,8
815,25
816,16
816,2
816,27
816,41
817,27
817,16
817,42
817,2
818,27
818,1
818,42
818,36
819,42
819,26
820,16
820,2
820,40
820,1
821,17
821,39
821,1
821,24
821,25
822,17
822,39
822,25
822,1
822,24
823,29
823,42
824,27
824,34
824,35
824,42
824,10
825,23
825,1
825,8
827,29
828,29
830,29
831,27
831,43
831,36
832,41
832,2
833,17
833,27
833,41
833,2
833,8
834,17
834,23
834,27
834,19
834,38
834,8
835,1
835,42
836,27
836,1
836,31
836,42
836,36
837,27
837,34
837,10
837,24
838,1
838,24
838,15
839,17
